x,y
1.0,0.0
0.9999207274348142,0.01259122099845663
0.9996829223075361,0.025180445720138524
0.9992866223210104,0.037765678204770906
0.9987318903066703,0.05034492312502874
0.9980188142145753,0.06291618610288617
0.9971475070994674,0.07547747402581544
0.9961181071028467,0.08802679536278515
0.99493077743107,0.1005621604800079
0.9935857063294746,0.11308158195638689
0.992083107052534,0.125583074898612
0.9904232178300463,0.13806465725585482
0.9886063018293647,0.15052435013401333
0.9866326471136735,0.1629601781094557
0.9845025665963167,0.1753701695422144
0.9822163979911878,0.1877523568885797
0.9797745037591863,0.20010477701304455
0.9771772710507515,0.2124254714995499
0.9744251116444819,0.2247124869619821
0.9715184618818493,0.23696387535387278
0.9684577825980192,0.24917769427725217
0.9652435590487878,0.26135200729060665
0.9618763008336467,0.27348488421589234
0.9583565418149885,0.2855744014445554
0.9546848400334659,0.2976186422425107
0.9508617776195164,0.3096156970540306
0.946887960701069,0.32156366380449597
0.9427640193074448,0.33346064820196075
0.93849060726947,0.34530476403748256
0.9340684021158131,0.35709413348417207
0.9294981049655668,0.3688268873949134
0.9247804404170886,0.3805011655987083
0.9199161564331194,0.3921151171955967
0.9149060242221977,0.40366690085010865
0.9097508381163878,0.41515468508319875
0.9044514154453432,0.42657664856261784
0.899008596406722,0.43793098039167716
0.8934232439329785,0.4492158803963565
0.8876962435545485,0.4604295594107135
0.8818285032594538,0.4715702395605467
0.8758209533493445,0.48263615454526954
0.8696745462920044,0.4936255499179479
0.8633902565703414,0.5045366833634598
0.856969080527889,0.5153678249747305
0.8504120362108399,0.5261172575270014
0.8437201632066402,0.5367832767500869
0.8368945224791678,0.5473641915985787
0.8299361962005216,0.557858324519953
0.8228462875794489,0.5682640117205373
0.815625920686436,0.5785796034292979
0.8082762402754935,0.5888034641594024
0.8007984116026603,0.5989339729675186
0.7931936202412582,0.6089695237108067
0.785463071893925,0.6189085253015657
0.7776079922014563,0.6287494019594928
0.7696296265484861,0.6384905934615152
0.761529239866037,0.6481305553891561
0.7533081164309715,0.6576677593733951
0.7449675596623766,0.667100693336983
0.7365088919149123,0.6764278617341748
0.7279334542691597,0.685647785787841
0.7192426063189981,0.6947590037239207
0.7104377259560487,0.7037600710031781
0.7015202091512169,0.7126495605502279
0.692491469733367,0.721426062979791
0.6833529391651668,0.7300881868201455
0.6741060663161371,0.738634558733738
0.6647523172329389,0.7470638237349191
0.6552931749069402,0.7553746454047702
0.6457301390390944,0.7635657061029862
0.6360647258021697,0.7716357071767809
0.6262984676003679,0.7795833691667818
0.6164329128263689,0.7874074320098828
0.6064696256158406,0.7951066552390201
0.5964101855994527,0.8026798181798434
0.5862561876524338,0.8101257201442467
0.5760092416417125,0.8174431806207323
0.56567097217068,0.8246310394615751
0.5552430183216172,0.831688157066758
0.5447270333958266,0.8386134145646502
0.5341246846515094,0.8454057139893991
0.5234376530394296,0.8520639784550065
0.512667632936407,0.858587152326065
